I,V
0.0,0.25960569836134795
0.000505050505050505,0.29451939497056895
0.00101010101010101,0.49994484679430534
0.0015151515151515152,0.7160969161022964
0.00202020202020202,0.6163460394776441
0.002525252525252525,0.7274591207216539
0.0030303030303030303,1.0561722045275537
0.0035353535353535356,1.0698699452761269
0.00404040404040404,1.0325519625766946
0.004545454545454545,1.2651072052303158
0.00505050505050505,1.2555009879736154
0.005555555555555556,1.3663346517937915
0.006060606060606061,1.5623688059212573
0.0065656565656565654,1.4148508150855086
0.007070707070707071,1.5485654156539916
0.007575757575757576,1.7991921631577499
0.00808080808080808,1.8562380433376469
0.008585858585858586,2.126598568800322
0.00909090909090909,2.091037110937455
0.009595959595959595,2.141634666950876
0.0101010101010101,2.5981000744928084
0.010606060606060607,2.5062401772749494
0.011111111111111112,2.6525478290069957
0.011616161616161616,2.584585773209941
0.012121212121212121,2.8013407397236447
0.012626262626262626,2.9910884885429616
0.013131313131313131,2.9507696595982127
0.013636363636363636,3.2450837622014808
0.014141414141414142,3.2390344683208547
0.014646464646464647,3.3872189722470294
0.015151515151515152,3.461128539865806
0.015656565656565657,3.8667178265855173
0.01616161616161616,3.7539358885870033
0.016666666666666666,3.7397413551919585
0.01717171717171717,4.076483167230161
0.017676767676767676,3.942387650892366
0.01818181818181818,4.2250636314005705
0.018686868686868686,4.075950696245537
0.01919191919191919,4.262839896354411
0.019696969696969695,4.556956681637628
0.0202020202020202,4.733060434043893
0.02070707070707071,4.776119749298353
0.021212121212121213,4.852788872780078
0.021717171717171718,4.941645334307063
0.022222222222222223,4.911466250044798
0.022727272727272728,5.113618694992635
0.023232323232323233,5.255834458595937
0.023737373737373738,5.549076889368492
0.024242424242424242,5.574567528081548
0.024747474747474747,5.432879625800917
0.025252525252525252,5.794445631882931
0.025757575757575757,5.820456793016708
0.026262626262626262,5.896547137741063
0.026767676767676767,6.162290043549793
0.02727272727272727,6.3237199426995145
0.027777777777777776,6.422864725405055
0.028282828282828285,6.321516119435506
0.02878787878787879,6.496227848231189
0.029292929292929294,6.684196056212873
0.0297979797979798,6.872620970810239
0.030303030303030304,6.809165758125232
0.03080808080808081,6.9554987005781195
0.031313131313131314,6.956128692008166
0.031818181818181815,7.056455205110319
0.03232323232323232,7.408614209798414
0.03282828282828283,7.584971025650722
0.03333333333333333,7.524692118743693
0.03383838383838384,7.764868392191488
0.03434343434343434,7.7989518785612715
0.03484848484848485,7.789252296114052
0.03535353535353535,8.021145250438787
0.03585858585858586,8.273453276864805
0.03636363636363636,8.195700875306805
0.03686868686868687,8.498868349808792
0.03737373737373737,8.107852809731451
0.03787878787878788,8.63196163385836
0.03838383838383838,8.654890092633025
0.03888888888888889,8.71967467349965
0.03939393939393939,8.877677959850926
0.0398989898989899,8.739269508025671
0.0404040404040404,9.062528262348385
0.04090909090909091,9.242853508581408
0.04141414141414142,9.488458396480095
0.04191919191919192,9.360029796029384
0.04242424242424243,9.43631410098615
0.04292929292929293,9.584233599214299
0.043434343434343436,9.865403809679803
0.04393939393939394,9.906116799825828
0.044444444444444446,9.914206553325734
0.04494949494949495,10.150480980862492
0.045454545454545456,10.211649305921764
0.04595959595959596,10.427348509975056
0.046464646464646465,10.33797585095694
0.04696969696969697,10.494013875741599
0.047474747474747475,10.597391466068585
0.047979797979797977,10.579933761779701
0.048484848484848485,10.902201099914414
0.04898989898989899,11.009104410439365
0.049494949494949494,11.089502503685983
0.05,11.171849543994982
